"1" "120" "2" "-56.8402732174822" "0.50670931703731" "236.822169960542" "308.301012254409" NA "hn+cov1"
"2" "120" "2" "-53.443709389238" "0.570524975026481" "210.332597612278" "308.301012254409" NA "hr+cov1"
"1" "120" "1" "-85.5790722912337" "0.422390060618867" "284.097594115215" "308.301012254409" NA "hn+cov1"
"2" "120" "1" "-82.9041966731819" "0.407073739748191" "294.786885723039" "308.301012254409" NA "hr+cov1"
"1" "120" "6" "-61.0941202442424" "0.479804653592745" "250.101784343791" "308.301012254409" NA "hn+cov1"
"2" "120" "6" "-54.7598059248545" "0.622728111896183" "192.700470249536" "308.301012254409" NA "hr+cov1"
"1" "120" "5" "-70.8735236689325" "0.45688730905223" "262.646822580668" "308.301012254409" NA "hn+cov1"
"2" "120" "5" "-65.0868584883858" "0.427433480082115" "280.745438979058" "308.301012254409" NA "hr+cov1"
"1" "120" "2" "-81.3521421757457" "0.432052837740581" "277.743807048091" "308.301012254409" NA "hn+cov1"
"2" "120" "2" "-75.9845029186594" "0.428844099556847" "279.821968225759" "308.301012254409" NA "hr+cov1"
"1" "120" "1" "-75.4033210980439" "0.446614558915968" "268.688061336976" "308.301012254409" NA "hn+cov1"
"2" "120" "1" "-79.0568319228096" "0.351640177198791" "341.257932912942" "308.301012254409" NA "hr+cov1"
"1" "120" "4" "-67.6009439640335" "0.475131202158833" "252.56181756694" "308.301012254409" NA "hn+cov1"
"2" "120" "4" "-64.1056294854482" "0.524934374810537" "228.600003654383" "308.301012254409" NA "hr+cov1"
"1" "120" "3" "-67.1854064977073" "0.466954645207101" "256.984272951773" "308.301012254409" NA "hn+cov1"
"2" "120" "3" "-64.3030475599321" "0.568426410031193" "211.109121396057" "308.301012254409" NA "hr+cov1"
"1" "120" "11" "-66.0009904677814" "0.470918758807618" "254.821023277654" "308.301012254409" NA "hn+cov1"
"2" "120" "11" "-64.864030061017" "0.274130908586835" "437.747062593593" "308.301012254409" NA "hr+cov1"
"1" "120" "8" "-56.8075298523108" "0.49691555455796" "241.489723755474" "308.301012254409" NA "hn+cov1"
"2" "120" "8" "-52.3755104516787" "0.525425012035844" "228.386538994481" "308.301012254409" NA "hr+cov1"
"1" "120" "12" "-67.0684491139708" "0.471132780242274" "254.705265760306" "308.301012254409" NA "hn+cov1"
"2" "120" "12" "-64.3777139835959" "0.405606082574662" "295.853551402082" "308.301012254409" NA "hr+cov1"
"1" "120" "10" "-38.5614216441514" "0.562878382127088" "213.189924876003" "308.301012254409" NA "hn+cov1"
"2" "120" "10" "-37.5810557001709" "0.560337380097359" "214.15669248971" "308.301012254409" NA "hr+cov1"
"1" "120" "9" "-49.7251539129669" "0.51672990307517" "232.229641222337" "308.301012254409" NA "hn+cov1"
"2" "120" "9" "-51.4583166213671" "0.319579719541335" "375.493163872306" "308.301012254409" NA "hr+cov1"
"1" "120" "17" "-55.2962669677438" "0.499669060512858" "240.158956163571" "308.301012254409" NA "hn+cov1"
"2" "120" "17" "-49.1062782285195" "0.470460342889863" "255.069320535892" "308.301012254409" NA "hr+cov1"
"1" "120" "14" "-66.1426019756464" "0.472517755069177" "253.958710995805" "308.301012254409" NA "hn+cov1"
"2" "120" "14" "-62.7612473885862" "0.529967497055776" "226.428980393435" "308.301012254409" NA "hr+cov1"
"1" "120" "7" "-63.3266272877809" "0.476401755569273" "251.888240538926" "308.301012254409" NA "hn+cov1"
